Date,Link,Message
2019-12-11 04:50:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Yea. Am done with first edition for over five times. Second edition print copy is waiting !!
2019-12-11 03:34:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Thats how humble you are ! You’ve done a lot !
2019-12-11 03:20:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,There are such lines in every page. From moore law to flynn’s effect. From gutenburg printing press to internet revolution... its awesome to indulge. And last chapter discussion on ELIZA will be too relevant to your business as well !!
2019-12-11 03:09:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610363486914609152,Keen to know the list
2019-12-11 02:11:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Agree with you calculations though its a guessestimate. Still the point remains the same. Wasting time discussing of thing which doesnt change
2019-12-10 16:43:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Spending time on Social media on Onion prices is not the way to hold someone accountable
2019-12-10 11:22:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610068428566953984,Do you think - they really erase ?
2019-12-10 11:21:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610097372364148736,Thanks for pointing out. Stuck 
2019-12-10 11:03:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610105466288738304,Thanks Sunil
2019-12-10 11:03:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610105466288738304,Thanks Rishabh
2019-12-10 09:37:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609768695512293376,Ipsa Arora
2019-12-10 09:32:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6610097372364148736,Am still stuck with classics.
2019-12-10 07:52:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Lets say you are making 100 an hour. You will be wasting 4 times more time. Still the point is same right ?
2019-12-10 07:01:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Preksha Kaparwan am still lost 😂 .. that means i have arrived...#scatteredthoughts
2019-12-10 05:29:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Ha ha. More subtle ways have become too subtle.
2019-12-09 17:25:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Whatever the point is - we discussing on social media doesnt change the price
2019-12-09 17:22:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Ha ha. Let it be the last time !
2019-12-09 16:16:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Calculation and content creation is my job !! 
2019-12-09 15:36:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,"Srivatsan Srinivasan I knew this will come. At the end if the day, everything is a scatter plot for me. Thoughts or data 😂"
2019-12-09 15:35:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Well.. come other data may be ??
2019-12-09 15:35:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Lol
2019-12-09 15:34:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Okay.. Average number of applications per hour ?
2019-12-09 15:34:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Still the price is same 😂😂
2019-12-09 15:33:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609816255643906048,Finally some one understood deeper insight... sorry deep inside
2019-12-09 12:31:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6609651296389689344,Srivatsan Srinivasan but the world appreciates high variance stuff more than low bias stuff :P
2019-12-09 07:07:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6609663530545352704,Privacy is a myth. Gotta teach them from school.
2019-12-09 07:04:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6609662132873191424,Agree with it. Data Science can be a primary skill with Data Engineering can be less prominent secondary skill. 
2019-12-09 05:36:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608991343584874496,"I have heard about Julia. One thing people expect in Python is speed on par with C. When you deploy at scale, latency is a major concern. 
I feel there is long way to go for Julia for industry, academia to adapt"
2019-12-09 05:34:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6609651296389689344,Time to follow you Srivatsan Srinivasan and Ankit Rathi in diversifying the content !! Am still struck with scatter plot 😂
2019-12-09 04:52:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604959656647454720,Thank you
2019-12-08 15:55:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,Thats why this status
2019-12-08 15:36:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608574488999194624,"If they figure out both anatomy and physiology, then they are a godly !!"
2019-12-06 18:05:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,Well said !!
2019-12-06 08:16:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,I will write on this some day.
2019-12-06 07:51:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608609009903689728,I follow this. I read the books I have read. Deep work - done reading 4 times
2019-12-06 07:49:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608609009903689728,Preksha Kaparwan Daniel Kahneman
2019-12-06 07:36:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,I would have asked them linear optimisation or simplex method.
2019-12-06 07:35:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608609009903689728,Thinking Fast and slow - it's Nobel winning book on behavioral Economics. Suits you well. Not very straight forward. But lifetime wisdom
2019-12-06 07:13:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,What if he is Co founder as well ??And my point is companies grow when their hiring process is robust. I hope ‘staying humble’ isnt a phrase targeting me
2019-12-06 07:06:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6608607257485733888,And believe me it was first and Mongo Db wasnt in job description
2019-12-05 03:36:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Very true !! When are you visiting ?
2019-12-05 03:36:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Very true :)
2019-12-04 11:54:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Thank you so much Preksha Kaparwan
2019-12-04 10:00:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Thank you Rajan :)
2019-12-04 09:59:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Thank you
2019-12-04 09:04:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607881389394223104,Ha ha.. I will train you for computer vision engineer role :)
2019-12-04 07:19:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607723543042056192,"Bro
  Can you write cost of cup coffee, one hour parking fee at the place he will work and flat 45% off (taxes) offer as well 
  Then 1.4 crore makes sense"
2019-12-03 12:02:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607488726006366208,Pls don't regret. Am not retiring neither you
2019-12-03 10:13:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607488726006366208,Why not ! Yes. I feel same.
2019-12-03 09:27:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607548084643827712,Saraswathi M
2019-12-03 04:41:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607481928251727872,Vidya Kurada  I meant we had a 1-1 discussion on your resume right ?
2019-12-03 04:34:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607481928251727872,I shared already right ?
2019-12-03 00:36:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607114990975574016,Very true
2019-12-02 15:36:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607114990975574016,This is what JIO did in 2016. Everyone started consuming and got addicted to data. Now they increased price by 40%
2019-12-02 15:34:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6607275774162636800,I teach statsmodels OLS even before sklearnSklearn doesnt return p values and a lot of analysis.
2019-12-02 11:32:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6606488950188146688,Its a bit confusing. Boosting is a sequential process. I am quite sure parallelisation can be implemented with some innovative approaches but am not sure how they implemented. Give me source so I can help
2019-12-01 06:53:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6606726940969787392,Do you think google will still not 'use' the data even after we pay ?
2019-11-30 09:45:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605502230613282816,Yes. Definitely nothing offensive against you as well. Views can be different. May be you could have kept in more subtle way
2019-11-29 03:36:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605502230613282816,"You should be lucky. The team must be very detail oriented and transparent. I don't find anything offensive or against law. 
1. Small teams process payments manually so they might have mentioned 5th of month
2. When they say hike is based on performance.  I see they are transparent. 
3. Keeping contact details updated is very important to company who cares. In emergency, they need to intimate. 

4. If they have included a para on conflict engagement, they are really new age. I would recommend read arbitration clause in MNC Offer letter. If your previous companies haven't shared with you, please understand there exists one such clause. 
5. A para full of termination, so I safely assume other paras are about retention. MNCs  don't write longer paras for termination and but they get stronger bouncers to office when they really have to do so. Research on how Verizon fired 2k employees in hyd and bribed law agencies
6. Mentioning the work hours is mandatory as per existing Labor laws."
2019-11-28 17:08:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,"Parvathy Varma ha ha. The next analysis will be done when I reach 1,00,000 likes :). I know hot extract insight and how to hide them as well :p"
2019-11-28 16:10:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,Hey Q4 is not yet done na. There is one more month and this data is from Nov 15. So 45 days more.
2019-11-28 11:07:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605675741055148032,Congrats
2019-11-28 09:40:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,Yes. Definitely can be done.
2019-11-28 07:04:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,Thanks so much Preksha Kaparwan . Means a lot :)
2019-11-28 06:14:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,My student and future students should understand right ? Am not into teaching alone !!We implement and then teach :)
2019-11-28 05:57:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,Visualisation was done from tableau. Data is obtained from Linkedin and further processing with some magic sauce :P
2019-11-28 05:55:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605672483574112256,Thank you Ruchi. Your inputs were valuable in providing more value
2019-11-28 02:51:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604959656647454720,PM me
2019-11-28 00:48:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605324283189223424,PM me
2019-11-27 16:09:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605324283189223424,Okay. Lets not talk about stuff we don't understand. Okay ?? :P
2019-11-27 16:08:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605324283189223424,Hi amit  Message me
2019-11-27 15:02:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605248461916958720,"Sateesh Jonnalagadda I can show premium restaurants who make it from scratch use oil till it evaporates. ! Wanna see ? You pasted one video, I will show in live !"
2019-11-27 01:20:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605248461916958720,"I suppose he is talking about hygiene in preparing, quality of materials used etc. 
When we say , Chetan Bhagat, we remember his novels on one genre. But he wrote a book by name  - 'Making India Great' in which he focused only on 4 things. But the chapter I loved was about 'Food'

I haven't explored many countries but I can say,in India, we have safely ignored standards - at least majority."
2019-11-26 17:51:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604987398441009152,Thanks Rohan for reshare
2019-11-26 15:03:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604959656647454720,PM me
2019-11-26 10:34:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6605037596227801088,Min of Class 6 is the new prerequisite. 
2019-11-26 10:02:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604969298366652417,Ashwini Naidu Amanjeet Sahu Guru Manikanta Innamuri
2019-11-26 05:51:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604959656647454720,You too can !!
2019-11-26 05:01:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604948009174306816,"See, I am in job of selling python and you tag me to sell excel.. I hate you for this :P

Nevertheless, pivot tables, lookups and basic charts are what I love."
2019-11-25 07:49:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604614059285417985,Deep Work by Cal Newport
2019-11-24 10:50:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6604315264823717888,That's why I came into DS education . So that I get to hear all of them !! 
2019-11-24 02:36:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603926707831394304,This is hilarious. 
2019-11-23 10:14:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603894794907414528,"I understand your point buddy but Industry is not just about huge data. 80% industry works on 'NO' or little data as well. There are a lot of practical challenges which are spoken by many. 
Srivatsan Srinivasan talked about a lot on deployment and pipelines. 
Ankit Rathi Talks about real basics and he has given a lot of free resources compiled 
Amit Choudhary talks about importance of Data Understanding, fundamentals and problem solving 
Imaad Mohamed Khan gives a lot of insights on how to crack interviews and beautiful analogies. 

May be you haven't put enough efforts in finding 'right' people to follow and not following 'hyped' influencers. My learning from above and many more influences has always been tremendous. 

And bdw, I myself talk about a lot of practical issues as well. 

Huge data is not so huge problem. "
2019-11-23 07:26:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603876096834408448,We should talk more often. I feel the same bdw. Li is my only social life. But am glad I have a constant inflow of students - who talk beyond teaching topics. !!
2019-11-23 06:08:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603876096834408448,"Aree.no... I see your videos , the kind of back grounds you use makes me feel that you visit a lot of places
And of course a lot of conferences,  sales booths and many sales pitches.. so I expected that your social life is overwhelming !! 
Never expected it's only Li. "
2019-11-23 05:57:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603876096834408448,Ha ha !! Really ? 
2019-11-23 00:57:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603644501376495616,"I understand that, But I don't get the point why are you not sharing the book name which you read in last 4 weeks. !!
I see every comment curious about the book. And not about the beautiful insight you shared. 
And this is the very problem with social media. Attention diverted to something else !! "
2019-11-23 00:15:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603676165255327744,I think you are talking about Maharashtra government. But anyways the above statement is true in winston's own country as well
2019-11-23 00:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603253188235714560,I can help if its in hyd. Blore am not very sure.
2019-11-22 15:19:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Thank you for commenting ! 
2019-11-22 15:16:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603644501376495616,Deep work - is what you are talking about ? 
2019-11-22 01:19:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,And what about behavioral Economics. The same goes true there. These people who interview think that Data Science is only done on servers in IT industry. Little they know what happens outside. 
2019-11-21 17:16:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Well said
2019-11-21 15:53:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Broader points are not applicable with narrow mindset. Broader questions should be asked and broader answers should be accepted. 
2019-11-21 15:27:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Completely agree with cost complexity and memory management. But I come back and say - cost complexity of decision tree and binary search tree are differentMemory management of a pandas df or spark df is completely different from memory management of linked list or queue
2019-11-21 15:24:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603221574332047360,This makes me a lot happy !!Analogies to teach is not everyone's cup of tea !!Am glad that I chose to work with you :)
2019-11-21 12:49:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,"Yes. Agree with productionise part of DS models. But my question is how many companies are pushing to production and of them how many have separate teams which constitute a data engineer, full stack/ Devops  engineer and data scientist. ?

All major companies which push code to production don't rely solely on Data Scientist. 

And finally agree with you spirit of the post that the role is not well defined. My only point is that when you expect Data structures in your Data Scientist role why don't you specify them in Job descriptions. "
2019-11-21 11:52:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,lol. Blind chicken !!
2019-11-21 11:51:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,"Even if you mention 'other things', I would agree with you on 'filtering' part. 
But I can say one thing - a company which cannot filter out right candidates shouldn't be doing AI. They cannot use the same strategy for full stack developers and data scientists. "
2019-11-21 11:49:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,I believe CS grads are also at disadvantage especially business and analysis aspect. They can write a pd.crosstab from scratch but the problem is that it becomes too difficult for them  - where to use it !!
2019-11-21 09:44:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,"Yes agreed with you. Conceptual understanding of algorithms is what I stand for. When I say it - it's the cost complexity, resource complexity. memory management etc. If these are asked, I would be at least fine. 
What is the point of asking what is difference between binary search tree and decision tree. ?"
2019-11-21 09:42:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,And very insightful comment Amith K A . Loved it. You have put it better than me. 
2019-11-21 09:39:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Surbhi Ad That's the spirit. 9 years of QA will not hamper your aspirations of 9 hours of Data Science work a day I have seen people with 15 years change the domain ! And become good at DS domain so much so that people want you on board without looking at CV. 
2019-11-21 08:21:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Lovely Riya Das . Thanks for putting your opinion.
2019-11-21 08:20:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Thanks Sandeep Pattanayak
2019-11-21 08:20:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Too much generalization. Time to regularize
2019-11-21 08:19:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Thanks for sharing !!
2019-11-21 08:19:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6603184326748270592,"I would say - people look at BI as less interesting stuff compared to AI. Heavy investments flowed into Deep Learning teams and infra. The problem is people want fancy stuff rather than stuff which works for them. 
Having extensively worked in ML, DL, AI, to this day, I would say BI + human brain would have given better results than AI. "
2019-11-21 08:12:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603117412541837312,Agree with you that it's web scraping. But it gets the food for NLP projects. So kept it :P
2019-11-21 07:23:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603117412541837312,"Wordnet, beautiful soup, sentiwordnet "
2019-11-21 07:02:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6603166281430552576,Thanks. Edited and corrected. That actually proves my point - my next word predictor on keyboard knows very well that I donno linked list :P
2019-11-20 13:26:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602866952576827392,"That's what I wrote - 'Everyone goes there for a career in foreign land'. You just elaborated it. For that very advantages of having career, they pay more for education"
2019-11-20 13:23:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602746605168881664,Ramamohan Reddy Bommireddi Agreed. That is the very reason I say - Investor and Founders should be on the same page about 'realistic' targets. 
2019-11-20 12:05:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602866952576827392,Take away 'OPT' three years work permit given to US students and keep a rule that they have to come back after study - just imagine what can happen. Everyone goes there for a career in foreign land. Definitely the standards of education at some universities are really good. But its the gateway to work which makes people spend so much
2019-11-20 11:13:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602746605168881664,Transparency on risks not only builds trust but also helps to setup realistic goals and targets !
2019-11-20 07:44:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602804165502652416,Live upto is too difficult for me. I chose  to live on it  :P
2019-11-19 10:51:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602474238907600896,"As I have worked with you , I can see the kind of values you work with ! This post is another epitome for it ! Really appreciate the spirit of the post. "
2019-11-18 08:22:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6602088571572711424,Reply from HR :  Well ! Even I am !!
2019-11-16 10:36:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601205491362304000,Congrats
2019-11-15 11:56:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601004999495507969,Thanks for blessings !! and elders like you who encourage me here are my strength 
2019-11-15 11:55:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6601041817582571520,Giving feedback for everyone who applies is incredibly difficult given that half of the applicants to reply to emails sent due various acceptable and unacceptable reasons. But whoever comes to interview level - should be given proper feedback at least 2-3 lines would be great. 
2019-11-15 07:09:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600938364277481472,"Dr Aniruddha Malpani All I can say is - ""imitation is best form of flattery"" 
Talking about my first comment !! "
2019-11-15 03:36:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600938364277481472,One advantage of having a bad investor is that at least you know what not to do when you become a investor yourself!
2019-11-14 08:20:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600615209306558464,Ha ha....That today never comes :p
2019-11-13 14:18:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600360460917268480,"And some companies run the entire show by putting up one conference in a year. And it's too shallow knowledge and a lot faking happening in most conferences !! I stopped attending for the same reason. Instead, I spend reading a good book or wait for email from nulldata :)
 "
2019-11-13 13:47:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600260530676568064,Ha ha. Making sense with data. !!
2019-11-13 11:01:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600260530676568064,Thanks Ubaid Butt. This means a lot !!
2019-11-13 08:13:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6600260530676568064,Mohammed Rizwan and Preksha Kaparwan: Linkedin allows you to download a copy of your data from settings tabI have done some data munging and got this insight !
2019-11-11 12:39:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599136459154907136,www.supervisedlearning.com/nlp100hours
2019-11-11 08:43:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599565139329015808,I suggest reading deep work book by Cal Newport
2019-11-10 13:16:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599136459154907136,Thank you. Mutual learning !
2019-11-10 11:28:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599206711851085824,Thank you Ankit Rathi for the post
2019-11-10 11:27:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6599222147711889408,Lovely share sir. I keep a keen note of your posts traction. Am sad that this post received only 2 comments in 2 hours. !!But very valuable one/
2019-11-10 07:48:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598794052555116544,Dr Aniruddha Malpani Any investor who is not ready to accept his mistakes when pointed out by Entrepreneur should better invest in FDs or Mutual Funds !!I didn't question diligence. I questioned lies !! So are lies part of diligence ? From when ?
2019-11-10 06:26:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599136459154907136,What a sentence !! Loved it to the core. !!
2019-11-10 03:32:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598839405845274625,https://www.linkedin.com/posts/prudhvip_giving-back-has-always-been-my-personal-habit-activity-6599136459154907136-vz1y
2019-11-09 18:39:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598794052555116544,"Dr Aniruddha MalpaniIf it all its me, I will get double delighted !!

One - glad that my investor cares for my enough !!

Second - I will put him in an ethical dilemma. If he is gonna reveal he is not actual customer - I will ask him how many such lies are disguised in papers signed ?
 If he not gonna reveal, then I will keep on prodding the details and pointing he is not an actual customer. 

Such a beautiful fantasy !! :P Wish every entrepreneur has such opportunity., "
2019-11-09 16:05:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598794052555116544,If the entrepreneur is handling the helpline and if he can detect you are not an actual customer and the entrepreneur is seeking some fun after a long day - then tables will reverse. Be careful when you role play with entrepreneurs. Especially the real ones. 
2019-11-09 14:50:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598943827631923200,"I have observed one thing -most people who hire genuinely do following
1. Share crisp and clear detail, no 'speculations' 
2. Most share emails as well in their posts itself. 
3. Rest of them immediately respond to comments , respond to PM's etc. 
4. The best part is - the genuine posts will have genuine people commenting - in a unique way rather than 'just interested' "
2019-11-09 12:07:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598839405845274625,Lovely. This means a lot !! Because of people like you - I could still keep my courses affordable. I have always believed in providing quality at affordable price. Even today - we don't pay for a single ad. What's the point in paying for ads from student pocket !
2019-11-09 03:06:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598439125525852161,"Yes. ""Time"" !!
"
2019-11-08 05:23:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597704518404796416,This is online instructor led live class
2019-11-08 05:14:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598409563395981312,Failures make you strong to tackle adversities well !! So failure should be a part of life. 
2019-11-07 15:11:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598062029557325824,"When you work hard for them, they will , without asking , promote you. I help them learn in every possible way ! And let them decide !! bdw, 50% of our current batch students are from referrals."
2019-11-07 08:15:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597704518404796416,Awesome. Let's e-meet in classroom
2019-11-07 08:15:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6597704518404796416,Sent you invite
2019-11-07 07:00:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598062029557325824,Amit Dubey Well said ! 
2019-11-07 06:59:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598062029557325824,Well said !! Deeds build trust. Not words 
2019-11-07 05:28:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598037661573832704,"Sir  
  I experienced same issue. The problem is Ikea should give the tool kit info as requirement at check out itself. I didn't have special screw at my home and I have to take urban clap help just because I didn't knew that screw was requirement. 
  No doubt, DIY culture is a good idea but it has to be hassle free ! Looking at global level, India is a country where cheap labor is easy. By not forcing DIY and allowing carpenters to do it, I believe, Ikea can do better in India. 
  'Cultures' should evolve. Cannot be forced !!"
2019-11-07 05:22:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6598062029557325824,Very true !
